profile_skypointId,transaction_id,transaction_product_id,transaction_date,transaction_value,ecommerce_as_ecommercepurchases_activitytypedisplay,ecommerce_as_ecommercepurchases_subject,ecommerce_as_ecommercepurchases_as_ecommercepurchases_id,ecommerce_as_ecommercecontact_firstname,ecommerce_as_ecommercecontact_lastname,ecommerce_as_ecommercecontact_fullname,ecommerce_as_ecommercecontact_dateofbirth,ecommerce_as_ecommercecontact_gender,ecommerce_as_ecommercecontact_email,ecommerce_as_ecommercecontact_telephone,ecommerce_as_ecommercecontact_postcode,ecommerce_as_ecommercecontact_streetaddress,ecommerce_as_ecommercecontact_city,ecommerce_as_ecommercecontact_state,ecommerce_as_ecommercecontact_country,ecommerce_as_ecommercecontact_createdon,ecommerce_as_ecommercecontact_headshot,ecommerce_as_ecommercecontact_as_ecommercecontact_id,willChurn
655a67ae-c357-41ce-be3e-0727226c4cb4,OPID_9160,ProdID_1169,2018-05-07T00:00:00.000Z,94,OnlinePurchase,Purchased a product online,8589935701,Elizabeth,Benedix,Elizabeth Benedix,2006-10-30T00:00:00.000Z,Female,elizabeth_benedix@willisllc.com,683-011-5867x0844,41739,73293 Hardy Green Suite 284,Torrance,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/ElizabethBenedix.png,17179869470,1
cca9f762-ebb0-4047-84ce-986c88950a86,OPID_12934,ProdID_1273,2017-07-18T00:00:00.000Z,67,OnlinePurchase,Purchased a product online,1174,Lisa,Hiltunen,Hiltunen Lisa,1969-01-12T00:00:00.000Z,Female,lisa_hiltunen@mcmahoncrawford.com,842.238.7938x40487,33483,241 Fernandez Mission Suite 831,Santa Clarita,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/LisaHiltunen.png,77309411529,1
271d0295-462a-451a-ad87-b9ff49d975ec,OPID_8850,ProdID_1198,2018-10-14T00:00:00.000Z,229,OnlinePurchase,Purchased a product online,25769804115,Jennifer,Stocki,Jennifer Stocki,1989-08-28T00:00:00.000Z,Female,jennifer_stocki@gomezltd.com,427.416.7488x868,51047,84283 Davis Islands Apt. 688,Las Vegas,Nevada,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/JenniferStocki.png,17179869443,1
0feb95b9-fe8f-4aa7-b6cc-6e55b1f5a952,OPID_10591,ProdID_1227,2018-07-26T00:00:00.000Z,225,OnlinePurchase,Purchased a product online,25769804109,Susan,Segota,Susan Segota,1973-12-16T00:00:00.000Z,Female,susan_segota@smithsavage.com,973-584-7848x19073,54508,205 Lisa Harbors Apt. 117,Moreno Valley,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/SusanSegota.png,337,1
178a0b4c-4871-422d-8a7a-362cd1a1903c,OPID_2515,ProdID_1026,2018-06-09T00:00:00.000Z,228,OnlinePurchase,Purchased a product online,68719477345,Daniel,Bolen,Daniel Bolen,1979-09-05T00:00:00.000Z,Male,daniel_bolen@colemanpatrickandbennett.com,8881026371,68268,4960 Mary Run Suite 300,Austin,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/DanielBolen.png,68719477141,1
23d7fb02-5e64-4387-aaab-00cfdb81b2e2,OPID_5098,ProdID_1051,2017-12-06T00:00:00.000Z,125,OnlinePurchase,Purchased a product online,17179869557,Robert,Kittle,Robert Kittle,1990-11-29T00:00:00.000Z,Male,robert_kittle@mcgeeibarra.com,001-323-494-3907x0481,10672,7785 Kevin Lake,Stockton,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RobertKittle.png,25769804018,1
488585c0-832e-4438-83ad-57df7cddf166,OPID_10315,ProdID_1242,2018-03-04T00:00:00.000Z,30,OnlinePurchase,Purchased a product online,42949673962,Sharon,Benderman,Sharon Benderman,1996-01-26T00:00:00.000Z,Female,sharon_benderman@rowegroup.com,017.389.7300x19413,10649,6978 Amber Islands,Long Beach,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/SharonBenderman.png,68719476920,1
9ce9b735-6422-4298-ac2f-77cc0bcda2b7,OPID_5208,ProdID_1139,2018-06-27T00:00:00.000Z,144,OnlinePurchase,Purchased a product online,821,Edward,Loehrer,Loehrer Edward,1992-11-05T00:00:00.000Z,Male,edward_loehrer@grimesgibson.com,001-229-835-1143x1714,78429,971 Tonya Well Suite 548,Henderson,Nevada,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/EdwardLoehrer.png,42949672960,1
429e683b-b99a-44ae-9b87-eabd397eb896,OPID_11889,ProdID_1256,2017-04-13T00:00:00.000Z,198,OnlinePurchase,Purchased a product online,17179869576,Karen,Fluellen,Fluellen Karen,2008-08-14T00:00:00.000Z,Female,karen_fluellen@leejohnsonanddean.com,929-701-2167,89037,44543 Rodriguez Throughway,Boston,Massachusetts,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/KarenFluellen.png,8589935000,1
95019f49-95e5-4787-83e4-d6635fa97885,OPID_6722,ProdID_1105,2017-12-28T00:00:00.000Z,59,OnlinePurchase,Purchased a product online,17179869448,Charles,Vrable,Vrable Charles,1972-06-03T00:00:00.000Z,Male,charles_vrable@contrerashernandez.com,2297743916,46660,66125 Kari Views,Sterling Heights,Michigan,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/CharlesVrable.png,60129542226,1
33163db8-0bdb-41e9-847a-e8f012ed86f5,OPID_9724,ProdID_1230,2018-08-22T00:00:00.000Z,30,OnlinePurchase,Purchased a product online,8589934974,Patricia,Uy,Patricia Uy,1980-11-11T00:00:00.000Z,Female,patricia_uy@jonesjohnsonanddixon.com,271-635-3010x4276,65926,395 Briana Alley Apt. 424,Greeley,Colorado,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/PatriciaUy.png,25769804091,1
a74385a5-b9d6-448d-b4f8-fc0733e6d100,OPID_5067,ProdID_1094,2017-10-21T00:00:00.000Z,249,OnlinePurchase,Purchased a product online,77309412211,Steven,Spraglin,Spraglin Steven,2009-07-25T00:00:00.000Z,Male,steven_spraglin@robinsoninc.com,(539)733-6795,42907,5854 Le Gardens,Wichita Falls,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/StevenSpraglin.png,42949673102,1
282e598c-1d6c-4e61-80cd-7f0d50fd8cdb,OPID_5893,ProdID_1121,2018-07-15T00:00:00.000Z,106,OnlinePurchase,Purchased a product online,8589934800,Steven,Pieper,Steven Pieper,2008-09-05T00:00:00.000Z,Male,steven_pieper@valenciaplc.com,495-838-1164x395,21586,146 Sharp Hill,Hartford,Connecticut,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/StevenPieper.png,77309411504,0
7e7c8bc6-20c4-4ec4-9f97-00bb37ce41ff,OPID_4138,ProdID_1086,2018-02-24T00:00:00.000Z,244,OnlinePurchase,Purchased a product online,25769803954,Thomas,Gaucin,Gaucin Thomas,1986-07-28T00:00:00.000Z,Male,thomas_gaucin@saundersltd.com,(273)141-8553,44824,053 Tiffany Curve Apt. 730,Fairfield,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/ThomasGaucin.png,77309411702,1
33163db8-0bdb-41e9-847a-e8f012ed86f5,OPID_9725,ProdID_1214,2018-11-04T00:00:00.000Z,74,OnlinePurchase,Purchased a product online,68719477003,Patricia,Uy,Patricia Uy,1980-11-11T00:00:00.000Z,Female,patricia_uy@jonesjohnsonanddixon.com,271-635-3010x4276,65926,395 Briana Alley Apt. 424,Greeley,Colorado,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/PatriciaUy.png,25769804091,0
c8cf06fe-3a7d-4315-b47b-f77002aa5b5e,OPID_7054,ProdID_1141,2018-09-04T00:00:00.000Z,95,OnlinePurchase,Purchased a product online,42949673537,James,Randel,James Randel,1991-06-29T00:00:00.000Z,Male,james_randel@kingwood.com,001-539-160-4367,95596,6142 Joshua Mountain,Laredo,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/JamesRandel.png,8589934663,1
