profile_skypointId,transaction_id,transaction_product_id,transaction_date,transaction_value,ecommerce_as_ecommercepurchases_activitytypedisplay,ecommerce_as_ecommercepurchases_subject,ecommerce_as_ecommercepurchases_as_ecommercepurchases_id,ecommerce_as_ecommercecontact_firstname,ecommerce_as_ecommercecontact_lastname,ecommerce_as_ecommercecontact_fullname,ecommerce_as_ecommercecontact_dateofbirth,ecommerce_as_ecommercecontact_gender,ecommerce_as_ecommercecontact_email,ecommerce_as_ecommercecontact_telephone,ecommerce_as_ecommercecontact_postcode,ecommerce_as_ecommercecontact_streetaddress,ecommerce_as_ecommercecontact_city,ecommerce_as_ecommercecontact_state,ecommerce_as_ecommercecontact_country,ecommerce_as_ecommercecontact_createdon,ecommerce_as_ecommercecontact_headshot,ecommerce_as_ecommercecontact_as_ecommercecontact_id,willChurn
4141103b-ca3b-4270-b151-3a4c8eb9fa66,OPID_6764,ProdID_1131,2018-07-15T00:00:00.000Z,167,OnlinePurchase,Purchased a product online,42949673955,Ronald,Deiter,Deiter Ronald,1976-10-29T00:00:00.000Z,Male,ronald_deiter@bellmorrison.com,001-457-289-7442x08901,98128,884 Tracy Fields,Fort Worth,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RonaldDeiter.png,8589934895,0
23d7fb02-5e64-4387-aaab-00cfdb81b2e2,OPID_5099,ProdID_1056,2018-10-14T00:00:00.000Z,37,OnlinePurchase,Purchased a product online,8589935043,Robert,Kittle,Robert Kittle,1990-11-29T00:00:00.000Z,Male,robert_kittle@mcgeeibarra.com,001-323-494-3907x0481,10672,7785 Kevin Lake,Stockton,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RobertKittle.png,25769804018,1
7f9d386a-285a-4d16-bb90-7dc292747ef5,OPID_6513,ProdID_1137,2018-05-12T00:00:00.000Z,57,OnlinePurchase,Purchased a product online,34359738861,Thomas,Shuga,Thomas Shuga,1985-06-16T00:00:00.000Z,Male,thomas_shuga@berryflores.com,(086)469-4058,12116,5568 Mitchell Islands,Irving,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/ThomasShuga.png,34359738786,1
04a6d707-46a6-4b9c-a214-7040ae3781d3,OPID_12249,ProdID_1276,2017-12-20T00:00:00.000Z,65,OnlinePurchase,Purchased a product online,17179870330,Michelle,Mayans,Michelle Mayans,1971-01-20T00:00:00.000Z,Female,michelle_mayans@cruzmooreandpaul.com,045-763-3051,46404,308 Villarreal Shore Suite 008,Detroit,Michigan,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/MichelleMayans.png,34359738487,1
3fff202c-35f0-4b5d-bebb-d5784bf8cdac,OPID_8321,ProdID_1188,2018-09-26T00:00:00.000Z,67,OnlinePurchase,Purchased a product online,77309411510,Donna,Moffett,Donna Moffett,1988-07-29T00:00:00.000Z,Female,donna_moffett@boyddavenport.com,001-418-067-2082x420,11133,006 Jessica Rue,Tempe,Arizona,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/DonnaMoffett.png,68719476963,1
1ebdfa7e-bb57-409c-b152-a9d0abd7dd65,OPID_13342,ProdID_1271,2018-07-13T00:00:00.000Z,157,OnlinePurchase,Purchased a product online,77309412522,Sandra,Zipkin,Sandra Zipkin,2015-03-12T00:00:00.000Z,Female,sandra_zipkin@fosterhull.com,749.332.8440x8074,91718,0017 Joseph Spurs Suite 984,Santa Maria,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/SandraZipkin.png,8589934742,1
247d7761-a9aa-4a0d-9e45-e3f0e7455168,OPID_1179,ProdID_1042,2017-10-10T00:00:00.000Z,222,OnlinePurchase,Purchased a product online,8589935678,Ronald,Labruzzo,Ronald Labruzzo,1983-03-11T00:00:00.000Z,Male,ronald_labruzzo@smithlloydandcollins.com,421.304.0809,92016,26673 Amanda Estates Suite 863,Waco,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RonaldLabruzzo.png,17179869471,1
9ce9b735-6422-4298-ac2f-77cc0bcda2b7,OPID_5207,ProdID_1107,2018-05-18T00:00:00.000Z,103,OnlinePurchase,Purchased a product online,8589935344,Edward,Loehrer,Loehrer Edward,1992-11-05T00:00:00.000Z,Male,edward_loehrer@grimesgibson.com,001-229-835-1143x1714,78429,971 Tonya Well Suite 548,Henderson,Nevada,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/EdwardLoehrer.png,42949672960,0
81b567dc-8edb-4b74-8fcf-6fc64f7d7cf9,OPID_5891,ProdID_1103,2018-05-07T00:00:00.000Z,46,OnlinePurchase,Purchased a product online,51539607704,Brian,Akre,Brian Akre,1977-08-03T00:00:00.000Z,Male,brian_akre@jonesharrison.com,608-574-6305x10263,79284,608 Gonzales Crescent,Renton,Washington,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/BrianAkre.png,60129542398,1
7cbe4c46-b003-4170-85b9-997b24b683d9,OPID_7353,ProdID_1159,2018-01-20T00:00:00.000Z,178,OnlinePurchase,Purchased a product online,25769804628,Patricia,Lanzillo,Patricia Lanzillo,1983-07-05T00:00:00.000Z,Female,patricia_lanzillo@norrisllc.com,698-704-7154x9849,80039,773 Mallory Creek Suite 782,Durham,North Carolina,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/PatriciaLanzillo.png,51539607787,1
