profile_skypointId,transaction_id,transaction_product_id,transaction_date,transaction_value,ecommerce_as_ecommercepurchases_activitytypedisplay,ecommerce_as_ecommercepurchases_subject,ecommerce_as_ecommercepurchases_as_ecommercepurchases_id,ecommerce_as_ecommercecontact_firstname,ecommerce_as_ecommercecontact_lastname,ecommerce_as_ecommercecontact_fullname,ecommerce_as_ecommercecontact_dateofbirth,ecommerce_as_ecommercecontact_gender,ecommerce_as_ecommercecontact_email,ecommerce_as_ecommercecontact_telephone,ecommerce_as_ecommercecontact_postcode,ecommerce_as_ecommercecontact_streetaddress,ecommerce_as_ecommercecontact_city,ecommerce_as_ecommercecontact_state,ecommerce_as_ecommercecontact_country,ecommerce_as_ecommercecontact_createdon,ecommerce_as_ecommercecontact_headshot,ecommerce_as_ecommercecontact_as_ecommercecontact_id,willChurn
178a0b4c-4871-422d-8a7a-362cd1a1903c,OPID_2514,ProdID_1030,2017-12-30T00:00:00.000Z,209,OnlinePurchase,Purchased a product online,726,Daniel,Bolen,Daniel Bolen,1979-09-05T00:00:00.000Z,Male,daniel_bolen@colemanpatrickandbennett.com,8881026371,68268,4960 Mary Run Suite 300,Austin,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/DanielBolen.png,68719477141,1
51e7bd60-d950-4e38-8976-5862cbace870,OPID_5261,ProdID_1145,2018-07-27T00:00:00.000Z,241,OnlinePurchase,Purchased a product online,51539607841,Richard,Landenberger,Richard Landenberger,1975-02-04T00:00:00.000Z,Male,richard_landenberger@mooregroup.com,4467137683,39281,7718 Kiara Locks Suite 182,Pomona,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RichardLandenberger.png,42949673199,1
4141103b-ca3b-4270-b151-3a4c8eb9fa66,OPID_6763,ProdID_1106,2017-03-11T00:00:00.000Z,110,OnlinePurchase,Purchased a product online,34359738522,Ronald,Deiter,Deiter Ronald,1976-10-29T00:00:00.000Z,Male,ronald_deiter@bellmorrison.com,001-457-289-7442x08901,98128,884 Tracy Fields,Fort Worth,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RonaldDeiter.png,8589934895,1
b12d5f60-6e84-4284-9766-ed9758d0d980,OPID_8442,ProdID_1195,2017-04-12T00:00:00.000Z,189,OnlinePurchase,Purchased a product online,60129542877,Elizabeth,Muschamp,Elizabeth Muschamp,1981-05-04T00:00:00.000Z,Female,elizabeth_muschamp@smithinc.com,987-611-8998,83661,430 Melissa Ways Suite 052,Aurora,Illinois,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/ElizabethMuschamp.png,25769804128,1
3f758128-ba61-4248-9040-fd9b04c252b6,OPID_4065,ProdID_1089,2018-09-11T00:00:00.000Z,81,OnlinePurchase,Purchased a product online,8589935362,Michael,Johnke,Johnke Michael,1992-08-21T00:00:00.000Z,Male,michael_johnke@maldonadogallagherandgray.com,934-049-6120x59224,82168,3534 Amanda Stravenue Apt. 992,Orlando,Florida,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/MichaelJohnke.png,25769804008,1
2f561005-5bff-4910-95db-708215a04c68,OPID_5240,ProdID_1126,2018-08-20T00:00:00.000Z,229,OnlinePurchase,Purchased a product online,25769804124,John,Sewall,John Sewall,1971-02-27T00:00:00.000Z,Male,john_sewall@bridgesmiller.com,001-082-013-2164x099,80774,775 Peterson Lock,Vista,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/JohnSewall.png,77309411617,1
429e683b-b99a-44ae-9b87-eabd397eb896,OPID_11891,ProdID_1250,2018-02-09T00:00:00.000Z,215,OnlinePurchase,Purchased a product online,34359738763,Karen,Fluellen,Fluellen Karen,2008-08-14T00:00:00.000Z,Female,karen_fluellen@leejohnsonanddean.com,929-701-2167,89037,44543 Rodriguez Throughway,Boston,Massachusetts,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/KarenFluellen.png,8589935000,0
45e71f56-5ff1-43ef-bba8-9611d965ae24,OPID_2067,ProdID_1000,2018-01-26T00:00:00.000Z,48,OnlinePurchase,Purchased a product online,77309411541,George,Willborn,George Willborn,1974-03-14T00:00:00.000Z,Male,george_willborn@tateandsons.com,989.040.7618x51002,93571,85838 Robert Canyon,Santa Ana,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/GeorgeWillborn.png,34359738410,1
1ebdfa7e-bb57-409c-b152-a9d0abd7dd65,OPID_13341,ProdID_1271,2017-03-07T00:00:00.000Z,194,OnlinePurchase,Purchased a product online,1111,Sandra,Zipkin,Sandra Zipkin,2015-03-12T00:00:00.000Z,Female,sandra_zipkin@fosterhull.com,749.332.8440x8074,91718,0017 Joseph Spurs Suite 984,Santa Maria,California,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/SandraZipkin.png,8589934742,1
247d7761-a9aa-4a0d-9e45-e3f0e7455168,OPID_1180,ProdID_1021,2018-03-02T00:00:00.000Z,157,OnlinePurchase,Purchased a product online,17179869868,Ronald,Labruzzo,Ronald Labruzzo,1983-03-11T00:00:00.000Z,Male,ronald_labruzzo@smithlloydandcollins.com,421.304.0809,92016,26673 Amanda Estates Suite 863,Waco,Texas,USA,2019-01-31T00:00:00.000Z,https://filestransfer.blob.core.windows.net/demoprofileimage/RonaldLabruzzo.png,17179869471,1
